marker_id	chr	pos_bp	pos_cM
m06_003398	chr06	40627224	40.627224
m06_003399	chr06	40685034	40.685034
m06_003400	chr06	40685209	40.685209
m06_003401	chr06	40697031	40.697031
m06_003402	chr06	40701880	40.70188
m06_003403	chr06	40735521	40.735521
m06_003404	chr06	40739440	40.73944
m06_003405	chr06	40739655	40.739655
m06_003406	chr06	40745777	40.745777
m06_003407	chr06	40751426	40.751426
m06_003408	chr06	40777128	40.777128
m06_003409	chr06	40788003	40.788003
m06_003410	chr06	40788490	40.78849
m06_003411	chr06	40813184	40.813184
m06_003412	chr06	40830237	40.830237
m06_003413	chr06	40839890	40.83989
m06_003414	chr06	40845180	40.84518
m06_003415	chr06	40846420	40.84642
m06_003416	chr06	40858755	40.858755
m06_003417	chr06	40861821	40.861821
m06_003418	chr06	40879693	40.879693
m06_003419	chr06	40880393	40.880393
m06_003420	chr06	40891854	40.891854
m06_003421	chr06	40908958	40.908958
m06_003422	chr06	40915882	40.915882
m06_003423	chr06	40950838	40.950838
m06_003424	chr06	40958101	40.958101
m06_003425	chr06	40969298	40.969298
m06_003426	chr06	41012211	41.012211
m06_003427	chr06	41013821	41.013821
m06_003428	chr06	41024546	41.024546
m06_003429	chr06	41036139	41.036139
m06_003430	chr06	41050649	41.050649
m06_003431	chr06	41060674	41.060674
m06_003432	chr06	41066428	41.066428
m06_003433	chr06	41066469	41.066469
m06_003434	chr06	41074374	41.074374
m06_003435	chr06	41088706	41.088706
m06_003436	chr06	41100015	41.100015
m06_003437	chr06	41105537	41.105537
m06_003438	chr06	41106351	41.106351
m06_003439	chr06	41123779	41.123779
m06_003440	chr06	41151975	41.151975
m06_003441	chr06	41165847	41.165847
m06_003442	chr06	41194266	41.194266
m06_003443	chr06	41220812	41.220812
m06_003444	chr06	41228177	41.228177
m06_003445	chr06	41229455	41.229455
m06_003446	chr06	41236012	41.236012
m06_003447	chr06	41282667	41.282667
m06_003448	chr06	41282805	41.282805
m06_003449	chr06	41293792	41.293792
m06_003450	chr06	41303490	41.30349
m06_003451	chr06	41307907	41.307907
m06_003452	chr06	41310381	41.310381
m06_003453	chr06	41319394	41.319394
m06_003454	chr06	41374330	41.37433
m06_003455	chr06	41398548	41.398548
m06_003456	chr06	41412305	41.412305
m06_003457	chr06	41432108	41.432108
m06_003458	chr06	41457953	41.457953
m06_003459	chr06	41461597	41.461597
m06_003460	chr06	41476372	41.476372
m06_003461	chr06	41517922	41.517922
m06_003462	chr06	41525223	41.525223
m06_003463	chr06	41541595	41.541595
m06_003464	chr06	41547211	41.547211
m06_003465	chr06	41552916	41.552916
m06_003466	chr06	41553147	41.553147
m06_003467	chr06	41575906	41.575906
m06_003468	chr06	41585291	41.585291
m06_003469	chr06	41604521	41.604521
m06_003470	chr06	41611335	41.611335
m06_003471	chr06	41659672	41.659672
m06_003472	chr06	41678315	41.678315
m06_003473	chr06	41687263	41.687263
m06_003474	chr06	41709657	41.709657
m06_003475	chr06	41710389	41.710389
m06_003476	chr06	41718435	41.718435
m06_003477	chr06	41721223	41.721223
m06_003478	chr06	41741291	41.741291
m06_003479	chr06	41747824	41.747824
m06_003480	chr06	41760354	41.760354
m06_003481	chr06	41767119	41.767119
m06_003482	chr06	41785999	41.785999
m06_003483	chr06	41788476	41.788476
m06_003484	chr06	41789468	41.789468
m06_003485	chr06	41803579	41.803579
m06_003486	chr06	41831635	41.831635
m06_003487	chr06	41833357	41.833357
m06_003488	chr06	41855332	41.855332
m06_003489	chr06	41860813	41.860813
m06_003490	chr06	41862827	41.862827
m06_003491	chr06	41864242	41.864242
m06_003492	chr06	41909624	41.909624
m06_003493	chr06	41919169	41.919169
m06_003494	chr06	41934267	41.934267
m06_003495	chr06	41935778	41.935778
m06_003496	chr06	41939597	41.939597
m06_003497	chr06	41945671	41.945671
m06_003498	chr06	41952413	41.952413
m06_003499	chr06	41958327	41.958327
m06_003500	chr06	41975879	41.975879
m06_003501	chr06	41985727	41.985727
m06_003502	chr06	41996989	41.996989
m06_003503	chr06	41999574	41.999574
m06_003504	chr06	42000567	42.000567
m06_003505	chr06	42010295	42.010295
m06_003506	chr06	42011047	42.011047
m06_003507	chr06	42022224	42.022224
m06_003508	chr06	42027240	42.02724
m06_003509	chr06	42028438	42.028438
m06_003510	chr06	42028716	42.028716
m06_003511	chr06	42033261	42.033261
m06_003512	chr06	42040466	42.040466
m06_003513	chr06	42045791	42.045791
m06_003514	chr06	42053164	42.053164
m06_003515	chr06	42075467	42.075467
m06_003516	chr06	42081636	42.081636
m06_003517	chr06	42087838	42.087838
m06_003518	chr06	42109918	42.109918
m06_003519	chr06	42135291	42.135291
m06_003520	chr06	42135712	42.135712
m06_003521	chr06	42176587	42.176587
m06_003522	chr06	42195877	42.195877
m06_003523	chr06	42216114	42.216114
m06_003524	chr06	42225862	42.225862
m06_003525	chr06	42249070	42.24907
m06_003526	chr06	42255128	42.255128
m06_003527	chr06	42266353	42.266353
m06_003528	chr06	42290707	42.290707
m06_003529	chr06	42294343	42.294343
m06_003530	chr06	42303846	42.303846
m06_003531	chr06	42314474	42.314474
m06_003532	chr06	42324671	42.324671
m06_003533	chr06	42341700	42.3417
m06_003534	chr06	42346107	42.346107
m06_003535	chr06	42361522	42.361522
m06_003536	chr06	42373699	42.373699
m06_003537	chr06	42386068	42.386068
m06_003538	chr06	42429935	42.429935
m06_003539	chr06	42449536	42.449536
m06_003540	chr06	42460429	42.460429
m06_003541	chr06	42461358	42.461358
m06_003542	chr06	42492748	42.492748
m06_003543	chr06	42505475	42.505475
m06_003544	chr06	42508156	42.508156
m06_003545	chr06	42508624	42.508624
m06_003546	chr06	42532980	42.53298
m06_003547	chr06	42538578	42.538578
m06_003548	chr06	42546810	42.54681
m06_003549	chr06	42552293	42.552293
m06_003550	chr06	42557261	42.557261
m06_003551	chr06	42558636	42.558636
m06_003552	chr06	42567735	42.567735
m06_003553	chr06	42568024	42.568024
m06_003554	chr06	42568311	42.568311
m06_003555	chr06	42571223	42.571223
m06_003556	chr06	42574013	42.574013
m06_003557	chr06	42577449	42.577449
m06_003558	chr06	42578407	42.578407
m06_003559	chr06	42589930	42.58993
m06_003560	chr06	42593076	42.593076
m06_003561	chr06	42599994	42.599994
m06_003562	chr06	42601332	42.601332
m06_003563	chr06	42604443	42.604443
m06_003564	chr06	42611789	42.611789
m06_003565	chr06	42631834	42.631834
m06_003566	chr06	42633639	42.633639
m06_003567	chr06	42638364	42.638364
m06_003568	chr06	42642066	42.642066
m06_003569	chr06	42655056	42.655056
m06_003570	chr06	42665767	42.665767
m06_003571	chr06	42666049	42.666049
m06_003572	chr06	42673400	42.6734
m06_003573	chr06	42726523	42.726523
m06_003574	chr06	42749599	42.749599
m06_003575	chr06	42762661	42.762661
m06_003576	chr06	42793569	42.793569
m06_003577	chr06	42795132	42.795132
m06_003578	chr06	42804935	42.804935
m06_003579	chr06	42812598	42.812598
m06_003580	chr06	42818922	42.818922
m06_003581	chr06	42835914	42.835914
m06_003582	chr06	42871582	42.871582
m06_003583	chr06	42874458	42.874458
m06_003584	chr06	42876700	42.8767
m06_003585	chr06	42877965	42.877965
m06_003586	chr06	42914897	42.914897
m06_003587	chr06	42915725	42.915725
m06_003588	chr06	42951648	42.951648
m06_003589	chr06	42968014	42.968014
m06_003590	chr06	42978803	42.978803
m06_003591	chr06	43000512	43.000512
m06_003592	chr06	43025797	43.025797
m06_003593	chr06	43028969	43.028969
m06_003594	chr06	43033313	43.033313
m06_003595	chr06	43040573	43.040573
m06_003596	chr06	43047972	43.047972
m06_003597	chr06	43078405	43.078405
m06_003598	chr06	43078654	43.078654
m06_003599	chr06	43089151	43.089151
m06_003600	chr06	43094328	43.094328
m06_003601	chr06	43096991	43.096991
m06_003602	chr06	43101615	43.101615
m06_003603	chr06	43108405	43.108405
m06_003604	chr06	43113680	43.11368
m06_003605	chr06	43114917	43.114917
m06_003606	chr06	43124597	43.124597
m06_003607	chr06	43149844	43.149844
m06_003608	chr06	43162985	43.162985
m06_003609	chr06	43189367	43.189367
m06_003610	chr06	43193875	43.193875
m06_003611	chr06	43205744	43.205744
m06_003612	chr06	43266949	43.266949
m06_003613	chr06	43279837	43.279837
m06_003614	chr06	43285941	43.285941
m06_003615	chr06	43292438	43.292438
m06_003616	chr06	43300002	43.300002
m06_003617	chr06	43327317	43.327317
m06_003618	chr06	43342292	43.342292
m06_003619	chr06	43345357	43.345357
m06_003620	chr06	43348197	43.348197
m06_003621	chr06	43350399	43.350399
m06_003622	chr06	43353348	43.353348
m06_003623	chr06	43358006	43.358006
m06_003624	chr06	43374414	43.374414
m06_003625	chr06	43397867	43.397867
m06_003626	chr06	43404037	43.404037
m06_003627	chr06	43409692	43.409692
m06_003628	chr06	43430851	43.430851
m06_003629	chr06	43431576	43.431576
m06_003630	chr06	43478878	43.478878
m06_003631	chr06	43487852	43.487852
m06_003632	chr06	43492322	43.492322
m06_003633	chr06	43500497	43.500497
m06_003634	chr06	43508934	43.508934
m06_003635	chr06	43518166	43.518166
m06_003636	chr06	43526344	43.526344
m06_003637	chr06	43528960	43.52896
m06_003638	chr06	43529299	43.529299
m06_003639	chr06	43540494	43.540494
m06_003640	chr06	43558859	43.558859
m06_003641	chr06	43597957	43.597957
m06_003642	chr06	43600742	43.600742
m06_003643	chr06	43601559	43.601559
m06_003644	chr06	43620124	43.620124
m06_003645	chr06	43620597	43.620597
m06_003646	chr06	43626175	43.626175
m06_003647	chr06	43635348	43.635348
m06_003648	chr06	43639230	43.63923
m06_003649	chr06	43643886	43.643886
m06_003650	chr06	43644263	43.644263
m06_003651	chr06	43645411	43.645411
m06_003652	chr06	43666133	43.666133
m06_003653	chr06	43673538	43.673538
m06_003654	chr06	43685878	43.685878
m06_003655	chr06	43689794	43.689794
m06_003656	chr06	43710546	43.710546
m06_003657	chr06	43714244	43.714244
m06_003658	chr06	43715606	43.715606
m06_003659	chr06	43736298	43.736298
m06_003660	chr06	43744430	43.74443
m06_003661	chr06	43774216	43.774216
m06_003662	chr06	43803235	43.803235
m06_003663	chr06	43825890	43.82589
m06_003664	chr06	43839538	43.839538
m06_003665	chr06	43848815	43.848815
m06_003666	chr06	43851512	43.851512
m06_003667	chr06	43858289	43.858289
m06_003668	chr06	43860921	43.860921
m06_003669	chr06	43867912	43.867912
m06_003670	chr06	43885115	43.885115
m06_003671	chr06	43902325	43.902325
m06_003672	chr06	43912263	43.912263
m06_003673	chr06	43918693	43.918693
m06_003674	chr06	43922448	43.922448
m06_003675	chr06	43925316	43.925316
m06_003676	chr06	43928523	43.928523
m06_003677	chr06	43937130	43.93713
m06_003678	chr06	43941025	43.941025
m06_003679	chr06	43947427	43.947427
m06_003680	chr06	43952272	43.952272
m06_003681	chr06	43961569	43.961569
m06_003682	chr06	43978897	43.978897
m06_003683	chr06	43983014	43.983014
m06_003684	chr06	43983575	43.983575
m06_003685	chr06	43985875	43.985875
m06_003686	chr06	43990149	43.990149
m06_003687	chr06	43995173	43.995173
m06_003688	chr06	44027657	44.027657
m06_003689	chr06	44042502	44.042502
m06_003690	chr06	44053839	44.053839
m06_003691	chr06	44063135	44.063135
m06_003692	chr06	44089917	44.089917
m06_003693	chr06	44095779	44.095779
m06_003694	chr06	44105797	44.105797
m06_003695	chr06	44109691	44.109691
m06_003696	chr06	44125012	44.125012
m06_003697	chr06	44153173	44.153173
m06_003698	chr06	44154736	44.154736
m06_003699	chr06	44160014	44.160014
m06_003700	chr06	44188888	44.188888
m06_003701	chr06	44191024	44.191024
m06_003702	chr06	44206139	44.206139
m06_003703	chr06	44222460	44.22246
m06_003704	chr06	44233131	44.233131
m06_003705	chr06	44240046	44.240046
m06_003706	chr06	44258964	44.258964
m06_003707	chr06	44288893	44.288893
m06_003708	chr06	44289741	44.289741
m06_003709	chr06	44307966	44.307966
m06_003710	chr06	44309800	44.3098
m06_003711	chr06	44348406	44.348406
m06_003712	chr06	44356171	44.356171
m06_003713	chr06	44385279	44.385279
m06_003714	chr06	44387791	44.387791
m06_003715	chr06	44395296	44.395296
m06_003716	chr06	44407573	44.407573
m06_003717	chr06	44408369	44.408369
m06_003718	chr06	44414220	44.41422
m06_003719	chr06	44428504	44.428504
m06_003720	chr06	44431556	44.431556
m06_003721	chr06	44446269	44.446269
m06_003722	chr06	44465537	44.465537
m06_003723	chr06	44510366	44.510366
m06_003724	chr06	44521941	44.521941
m06_003725	chr06	44534177	44.534177
m06_003726	chr06	44547033	44.547033
m06_003727	chr06	44555070	44.55507
m06_003728	chr06	44556942	44.556942
m06_003729	chr06	44592482	44.592482
m06_003730	chr06	44598233	44.598233
m06_003731	chr06	44609999	44.609999
m06_003732	chr06	44635549	44.635549
m06_003733	chr06	44645927	44.645927
m06_003734	chr06	44653443	44.653443
m06_003735	chr06	44657457	44.657457
m06_003736	chr06	44666420	44.66642
m06_003737	chr06	44671309	44.671309
m06_003738	chr06	44672501	44.672501
m06_003739	chr06	44683822	44.683822
m06_003740	chr06	44688033	44.688033
m06_003741	chr06	44688425	44.688425
m06_003742	chr06	44691230	44.69123
m06_003743	chr06	44700605	44.700605
m06_003744	chr06	44729987	44.729987
m06_003745	chr06	44746333	44.746333
m06_003746	chr06	44756714	44.756714
m06_003747	chr06	44793537	44.793537
m06_003748	chr06	44802016	44.802016
m06_003749	chr06	44810897	44.810897
m06_003750	chr06	44832170	44.83217
m06_003751	chr06	44835934	44.835934
m06_003752	chr06	44837325	44.837325
m06_003753	chr06	44878623	44.878623
m06_003754	chr06	44889422	44.889422
m06_003755	chr06	44890687	44.890687
m06_003756	chr06	44923285	44.923285
m06_003757	chr06	44924239	44.924239
m06_003758	chr06	44931152	44.931152
m06_003759	chr06	44935316	44.935316
m06_003760	chr06	44937570	44.93757
m06_003761	chr06	44950863	44.950863
m06_003762	chr06	44990911	44.990911
m06_003763	chr06	45003317	45.003317
m06_003764	chr06	45027396	45.027396
m06_003765	chr06	45038200	45.0382
m06_003766	chr06	45077338	45.077338
m06_003767	chr06	45108783	45.108783
m06_003768	chr06	45109977	45.109977
m06_003769	chr06	45110402	45.110402
m06_003770	chr06	45112358	45.112358
m06_003771	chr06	45122327	45.122327
m06_003772	chr06	45136124	45.136124
m06_003773	chr06	45142444	45.142444
m06_003774	chr06	45147909	45.147909
m06_003775	chr06	45164393	45.164393
m06_003776	chr06	45164475	45.164475
m06_003777	chr06	45165097	45.165097
m06_003778	chr06	45196975	45.196975
m06_003779	chr06	45200415	45.200415
m06_003780	chr06	45201723	45.201723
m06_003781	chr06	45210927	45.210927
m06_003782	chr06	45226951	45.226951
m06_003783	chr06	45243090	45.24309
m06_003784	chr06	45244752	45.244752
m06_003785	chr06	45247103	45.247103
m06_003786	chr06	45266707	45.266707
m06_003787	chr06	45286520	45.28652
m06_003788	chr06	45321464	45.321464
m06_003789	chr06	45328847	45.328847
m06_003790	chr06	45330945	45.330945
m06_003791	chr06	45346449	45.346449
m06_003792	chr06	45357039	45.357039
m06_003793	chr06	45358849	45.358849
m06_003794	chr06	45362551	45.362551
m06_003795	chr06	45381939	45.381939
m06_003796	chr06	45390915	45.390915
m06_003797	chr06	45410055	45.410055
m06_003798	chr06	45416522	45.416522
m06_003799	chr06	45427378	45.427378
m06_003800	chr06	45437911	45.437911
m06_003801	chr06	45440302	45.440302
m06_003802	chr06	45441291	45.441291
m06_003803	chr06	45463339	45.463339
m06_003804	chr06	45475581	45.475581
m06_003805	chr06	45479249	45.479249
m06_003806	chr06	45495794	45.495794
m06_003807	chr06	45514061	45.514061
m06_003808	chr06	45519998	45.519998
m06_003809	chr06	45522475	45.522475
m06_003810	chr06	45523164	45.523164
m06_003811	chr06	45544237	45.544237
m06_003812	chr06	45549963	45.549963
m06_003813	chr06	45552764	45.552764
m06_003814	chr06	45577425	45.577425
m06_003815	chr06	45607505	45.607505
m06_003816	chr06	45612087	45.612087
m06_003817	chr06	45618085	45.618085
m06_003818	chr06	45621322	45.621322
m06_003819	chr06	45622895	45.622895
m06_003820	chr06	45623944	45.623944
m06_003821	chr06	45636545	45.636545
m06_003822	chr06	45638136	45.638136
m06_003823	chr06	45655082	45.655082
m06_003824	chr06	45671892	45.671892
m06_003825	chr06	45683272	45.683272
m06_003826	chr06	45687547	45.687547
m06_003827	chr06	45701550	45.70155
m06_003828	chr06	45706890	45.70689
m06_003829	chr06	45735097	45.735097
m06_003830	chr06	45739696	45.739696
m06_003831	chr06	45745402	45.745402
m06_003832	chr06	45784926	45.784926
m06_003833	chr06	45795834	45.795834
m06_003834	chr06	45815968	45.815968
m06_003835	chr06	45840578	45.840578
m06_003836	chr06	45853820	45.85382
m06_003837	chr06	45867543	45.867543
m06_003838	chr06	45875062	45.875062
m06_003839	chr06	45880572	45.880572
m06_003840	chr06	45887203	45.887203
m06_003841	chr06	45895648	45.895648
m06_003842	chr06	45897682	45.897682
m06_003843	chr06	45919188	45.919188
m06_003844	chr06	45922526	45.922526
m06_003845	chr06	45925241	45.925241
m06_003846	chr06	45925276	45.925276
m06_003847	chr06	45933376	45.933376
m06_003848	chr06	45939584	45.939584
m06_003849	chr06	45946014	45.946014
m06_003850	chr06	45949635	45.949635
m06_003851	chr06	45963570	45.96357
m06_003852	chr06	45968762	45.968762
m06_003853	chr06	45974786	45.974786
m06_003854	chr06	45983603	45.983603
m06_003855	chr06	46010400	46.0104
m06_003856	chr06	46039490	46.03949
m06_003857	chr06	46041150	46.04115
m06_003858	chr06	46046455	46.046455
m06_003859	chr06	46053557	46.053557
m06_003860	chr06	46059551	46.059551
m06_003861	chr06	46065318	46.065318
m06_003862	chr06	46068251	46.068251
m06_003863	chr06	46071207	46.071207
m06_003864	chr06	46075371	46.075371
m06_003865	chr06	46090646	46.090646
m06_003866	chr06	46140346	46.140346
m06_003867	chr06	46162958	46.162958
m06_003868	chr06	46195279	46.195279
m06_003869	chr06	46224442	46.224442
m06_003870	chr06	46235967	46.235967
m06_003871	chr06	46236619	46.236619
m06_003872	chr06	46258081	46.258081
m06_003873	chr06	46267644	46.267644
m06_003874	chr06	46274629	46.274629
m06_003875	chr06	46277716	46.277716
m06_003876	chr06	46304161	46.304161
m06_003877	chr06	46305795	46.305795
m06_003878	chr06	46314564	46.314564
m06_003879	chr06	46315978	46.315978
m06_003880	chr06	46319099	46.319099
m06_003881	chr06	46341585	46.341585
m06_003882	chr06	46345769	46.345769
m06_003883	chr06	46346244	46.346244
m06_003884	chr06	46346264	46.346264
m06_003885	chr06	46355456	46.355456
m06_003886	chr06	46383618	46.383618
m06_003887	chr06	46385074	46.385074
m06_003888	chr06	46388056	46.388056
m06_003889	chr06	46397350	46.39735
m06_003890	chr06	46398077	46.398077
m06_003891	chr06	46405121	46.405121
m06_003892	chr06	46427281	46.427281
m06_003893	chr06	46439516	46.439516
m06_003894	chr06	46447016	46.447016
m06_003895	chr06	46452571	46.452571
m06_003896	chr06	46454857	46.454857
m06_003897	chr06	46455196	46.455196
m06_003898	chr06	46468062	46.468062
m06_003899	chr06	46470920	46.47092
m06_003900	chr06	46471340	46.47134
m06_003901	chr06	46473120	46.47312
m06_003902	chr06	46485027	46.485027
m06_003903	chr06	46495217	46.495217
m06_003904	chr06	46513149	46.513149
m06_003905	chr06	46525927	46.525927
m06_003906	chr06	46555444	46.555444
m06_003907	chr06	46568312	46.568312
m06_003908	chr06	46584221	46.584221
m06_003909	chr06	46593650	46.59365
m06_003910	chr06	46618214	46.618214
m06_003911	chr06	46637166	46.637166
m06_003912	chr06	46646105	46.646105
m06_003913	chr06	46658464	46.658464
m06_003914	chr06	46668356	46.668356
m06_003915	chr06	46685247	46.685247
m06_003916	chr06	46688160	46.68816
